UniProt	Predikcija
O89023	GO:0005739
Q9V6K1	GO:0005739
Q9ZV48	GO:0005739
Q9BVS5	GO:0005739
Q9Y4K3	GO:0005739
Q9UPV9	GO:0005739
Q8R2H7	GO:0005739
Q12931	GO:0005739
Q9CQN1	GO:0005739
Q5XHZ0	GO:0005739
Q9HCM9	GO:0005739
O43715	GO:0005739
Q9P804	GO:0005739
P15565	GO:0005739
Q8BQJ6	GO:0005739
Q32P41	GO:0005739
P38793	GO:0005739
Q96Q11	GO:0005739
Q9Y606	GO:0005739
P22217	GO:0005739
O94504	GO:0005739
P25372	GO:0005739
Q39243	GO:0005739
P29509	GO:0005739
P38816	GO:0005739
Q38879	GO:0005739
Q42403	GO:0005739
O64764	GO:0005739
P91938	GO:0005739
Q9JMH6	GO:0005739
Q9N2I8	GO:0005739
Q9NNW7	GO:0005739
Q9JLT4	GO:0005739
P61076	GO:0005739
Q9Z0J5	GO:0005739
Q8CGV9	GO:0005739
B1AH88	GO:0005739
P30536	GO:0005739
P50637	GO:0005739
P16257	GO:0005739
O94327	GO:0005739
Q8SYD0	GO:0005739
Q6DKK2	GO:0005739
Q8CC21	GO:0005739
P25823	GO:0005739
Q9WVF8	GO:0005739
Q8BTV1	GO:0005739
Q5M7W1	GO:0005739
P53007	GO:0005739
Q8JZU2	GO:0005739
P04177	GO:0005739
P04818	GO:0005739
P45352	GO:0005739
Q8RXN5	GO:0005739
Q9BZF9	GO:0005739
P22314	GO:0005739
P0CG47	GO:0005739
Q9V3R8	GO:0005739
Q9UUD6	GO:0005739
Q02863	GO:0005739
Q70CQ3	GO:0005739
Q3UN04	GO:0005739
Q86UV5	GO:0005739
P25874	GO:0005739
P12242	GO:0005739
P04633	GO:0005739
P55851	GO:0005739
P70406	GO:0005739
P56500	GO:0005739
P55916	GO:0005739
P56501	GO:0005739
P56499	GO:0005739
O95847	GO:0005739
O95258	GO:0005739
Q9Z2B2	GO:0005739
P98080	GO:0005739
P47985	GO:0005739
Q9CR68	GO:0005739
P20788	GO:0005739
Q09154	GO:0005739
P08067	GO:0005739
Q64435	GO:0005739
P17717	GO:0005739
Q9UTF8	GO:0005739
Q03327	GO:0005739
P52760	GO:0005739
Q09275	GO:0005739
Q9ZUX4	GO:0005739
Q9LIH6	GO:0005739
P97931	GO:0005739
O74834	GO:0005739
P12887	GO:0005739
Q8H0T4	GO:0005739
Q9UT07	GO:0005739
Q05776	GO:0005739
P35200	GO:0005739
Q04006	GO:0005739
Q9NVA1	GO:0005739
Q9CWU6	GO:0005739
Q9BRT2	GO:0005739
Q9CQY6	GO:0005739
Q6UW78	GO:0005739
P25688	GO:0005739
Q12208	GO:0005739
Q3ZBI7	GO:0005739
Q96IX5	GO:0005739
Q78IK2	GO:0005739
Q9JJW3	GO:0005739
P36135	GO:0005739
Q10988	GO:0005739
Q91XL3	GO:0005739
Q8W4L5	GO:0005739
Q62442	GO:0005739
O70404	GO:0005739
Q9CZT5	GO:0005739
Q3MIE4	GO:0005739
P50516	GO:0005739
P50518	GO:0005739
Q9SRH5	GO:0005739
P21796	GO:0005739
Q60932	GO:0005739
Q9Z2L0	GO:0005739
P04840	GO:0005739
P45880	GO:0005739
Q60930	GO:0005739
P81155	GO:0005739
P40478	GO:0005739
Q9SMX3	GO:0005739
Q9Y277	GO:0005739
Q60931	GO:0005739
Q9R1Z0	GO:0005739
Q9FKM2	GO:0005739
Q01501	GO:0005739
Q94920	GO:0005739
Q90578	GO:0005739
Q9SJT7	GO:0005739
Q64259	GO:0005739
P12003	GO:0005739
Q04311	GO:0005739
Q709C8	GO:0005739
P69726	GO:0005739
Q9CQ80	GO:0005739
Q86Y07	GO:0005739
Q8CC88	GO:0005739
O64584	GO:0005739
Q8R5H6	GO:0005739
P41846	GO:0005739
Q9CYF5	GO:0005739
Q8VYF7	GO:0005739
Q91WL8	GO:0005739
P39102	GO:0005739
Q9NQH7	GO:0005739
B7ZMP1	GO:0005739
O43542	GO:0005739
Q9SH71	GO:0005739
C0LGJ1	GO:0005739
Q8W566	GO:0005739
O82500	GO:0005739
Q8L733	GO:0005739
Q4V3C7	GO:0005739
Q09759	GO:0005739
Q09833	GO:0005739
Q09834	GO:0005739
Q09861	GO:0005739
Q10073	GO:0005739
Q10102	GO:0005739
Q10166	GO:0005739
O14342	GO:0005739
Q09742	GO:0005739
O59674	GO:0005739
Q8W487	GO:0005739
O42970	GO:0005739
O42997	GO:0005739
O13660	GO:0005739
Q8CAV0	GO:0005739
Q9URV4	GO:0005739
O42886	GO:0005739
O42895	GO:0005739
P38081	GO:0005739
O94502	GO:0005739
Q10195	GO:0005739
O94492	GO:0005739
O74550	GO:0005739
P48569	GO:0005739
Q2V2P9	GO:0005739
Q9CWB7	GO:0005739
Q10302	GO:0005739
Q04408	GO:0005739
Q9Y7I3	GO:0005739
Q92350	GO:0005739
P87109	GO:0005739
P87124	GO:0005739
O14020	GO:0005739
O14204	GO:0005739
O13913	GO:0005739
O14165	GO:0005739
O13709	GO:0005739
O13809	GO:0005739
O14158	GO:0005739
O13948	GO:0005739
Q9UTA0	GO:0005739
O36029	GO:0005739
O13942	GO:0005739
O13704	GO:0005739
O13761	GO:0005739
O13899	GO:0005739
Q9C118	GO:0005739
O13844	GO:0005739
O94437	GO:0005739
O14263	GO:0005739
O14268	GO:0005739
Q9P7Q5	GO:0005739
Q9HDW5	GO:0005739
Q9US34	GO:0005739
O94370	GO:0005739
P78763	GO:0005739
Q9C0W4	GO:0005739
Q9Y7K9	GO:0005739
Q7Z995	GO:0005739
Q9P7W1	GO:0005739
Q9Y7X4	GO:0005739
O43033	GO:0005739
O43075	GO:0005739
O74356	GO:0005739
Q9P7X9	GO:0005739
O60117	GO:0005739
O60121	GO:0005739
Q9UUB8	GO:0005739
O60169	GO:0005739
Q9C0W3	GO:0005739
Q9C0W5	GO:0005739
Q04013	GO:0005739
O94344	GO:0005739
O94358	GO:0005739
Q9URY9	GO:0005739
Q9UT54	GO:0005739
P40556	GO:0005739
P40519	GO:0005739
Q8TFH2	GO:0005739
Q9P7N6	GO:0005739
Q9P7M4	GO:0005739
Q9UT84	GO:0005739
Q9UT40	GO:0005739
Q9US57	GO:0005739
Q9USK1	GO:0005739
O74439	GO:0005739
Q9USH2	GO:0005739
Q9P7K1	GO:0005739
Q9P7J5	GO:0005739
Q9USN6	GO:0005739
Q9US28	GO:0005739
P34255	GO:0005739
Q9UT62	GO:0005739
Q9P7F4	GO:0005739
Q9C116	GO:0005739
Q9HDZ5	GO:0005739
O15498	GO:0005739
Q9C0Z8	GO:0005739
Q07799	GO:0005739
Q3E798	GO:0005739
Q05863	GO:0005739
Q9UTQ4	GO:0005739
Q06409	GO:0005739
Q9UT95	GO:0005739
P34445	GO:0005739
Q9UTB1	GO:0005739
Q96VG3	GO:0005739
Q9P6K8	GO:0005739
Q06493	GO:0005739
Q9C0X5	GO:0005739
Q9UT06	GO:0005739
Q03829	GO:0005739
P32331	GO:0005739
P38087	GO:0005739
O59824	GO:0005739
P32795	GO:0005739
P32843	GO:0005739
Q96TA2	GO:0005739
O88967	GO:0005739
P93303	GO:0005739
P03881	GO:0005739
Q9C1X2	GO:0005739
Q9Y807	GO:0005739
P53921	GO:0005739
P34558	GO:0005739
O60147	GO:0005739
O74361	GO:0005739
O74380	GO:0005739
O74383	GO:0005739
P45965	GO:0005739
Q9UUD9	GO:0005739
Q9P7D8	GO:0005739
Q9P7D1	GO:0005739
O74316	GO:0005739
O14364	GO:0005739
Q02335	GO:0005739
Q9Y811	GO:0005739
Q9P7M0	GO:0005739
O13571	GO:0005739
P48559	GO:0005739
Q9Y7Q0	GO:0005739
Q9Y7Q3	GO:0005739
O94583	GO:0005739
O74482	GO:0005739
Q17439	GO:0005739
Q06681	GO:0005739
Q9HGM3	GO:0005739
P40341	GO:0005739
Q8BGC4	GO:0005739
Q5Y5T5	GO:0005739
P15822	GO:0005739
Q61329	GO:0005739
P42844	GO:0005739
Q8NF64	GO:0005739
O95125	GO:0005739
Q8BJM5	GO:0005739
Q9VKD7	GO:0005739
