CAFA	Predikcija	Skor	UniProt	Uniprot1	UniProt2
T96060009553	GO:0005739	fp	Q14392	LRC32_HUMAN	LRC32_HUMAN
T96060009569	GO:0005739	fp	Q96E66	LRC51_HUMAN	LRC51_HUMAN
T96060009575	GO:0005739	fp	Q96CX6	LRC58_HUMAN	LRC58_HUMAN
T96060009580	GO:0005739	fp	Q6ZNQ3	LRC69_HUMAN	LRC69_HUMAN
T96060009603	GO:0005739	fp	O94898	LRIG2_HUMAN	LRIG2_HUMAN
T96060009609	GO:0005739	fp	A6NDA9	LRIT2_HUMAN	LRIT2_HUMAN
T96060009613	GO:0005739	fp	Q7Z4F1	LRP10_HUMAN	LRP10_HUMAN
T96060009622	GO:0005739	fp	O75197	LRP5_HUMAN	LRP5_HUMAN
T96060009632	GO:0005739	fp	Q6ZRR7	LRRC9_HUMAN	LRRC9_HUMAN
T96060009638	GO:0005739	fp	Q6UXK5	LRRN1_HUMAN	LRRN1_HUMAN
T96060009652	GO:0005739	fp	Q13449	LSAMP_HUMAN	LSAMP_HUMAN
T96060009662	GO:0005739	fp	Q9Y4Z0	LSM4_HUMAN	LSM4_HUMAN
T96060009667	GO:0005739	fp	Q9BRA0	LSMD1_HUMAN	LSMD1_HUMAN
T96060009671	GO:0005739	fp	Q86X29	LSR_HUMAN	LSR_HUMAN
T96060009676	GO:0005739	fp	Q9NPC1	LT4R2_HUMAN	LT4R2_HUMAN
T96060009687	GO:0005739	fp	Q9UHA4	LTOR3_HUMAN	LTOR3_HUMAN
T96060009690	GO:0005739	fp	Q96GA3	LTV1_HUMAN	LTV1_HUMAN
T96060009747	GO:0005739	fp	O60449	LY75_HUMAN	LY75_HUMAN
T96060009752	GO:0005739	fp	P14151	LYAM1_HUMAN	LYAM1_HUMAN
T96060009753	GO:0005739	fp	P16581	LYAM2_HUMAN	LYAM2_HUMAN
T96060009758	GO:0005739	fp	P12980	LYL1_HUMAN	LYL1_HUMAN
T96060009763	GO:0005739	fp	O95372	LYPA2_HUMAN	LYPA2_HUMAN
T96060009770	GO:0005739	fp	Q6UX82	LYPD8_HUMAN	LYPD8_HUMAN
T96060009771	GO:0005739	fp	Q5VWZ2	LYPL1_HUMAN	LYPL1_HUMAN
T96060009782	GO:0005739	fp	Q7Z3D4	LYSM3_HUMAN	LYSM3_HUMAN
T96060009783	GO:0005739	fp	Q5XG99	LYSM4_HUMAN	LYSM4_HUMAN
T96060009792	GO:0005739	fp	Q9NQ48	LZTL1_HUMAN	LZTL1_HUMAN
T96060009795	GO:0005739	fp	Q9BRK4	LZTS2_HUMAN	LZTS2_HUMAN
T96060009796	GO:0005739	fp	O60299	LZTS3_HUMAN	LZTS3_HUMAN
T96060009799	GO:0005739	fp	Q6P0N0	M18BP_HUMAN	M18BP_HUMAN
T96060009823	GO:0005739	fp	Q5TCX8	M3KL4_HUMAN	M3KL4_HUMAN
T96060009827	GO:0005739	fp	Q96JA4	M4A14_HUMAN	M4A14_HUMAN
T96060009845	GO:0005739	fp	Q16706	MA2A1_HUMAN	MA2A1_HUMAN
T96060009848	GO:0005739	fp	Q9Y2E5	MA2B2_HUMAN	MA2B2_HUMAN
T96060009875	GO:0005739	fp	O15525	MAFG_HUMAN	MAFG_HUMAN
T96060009878	GO:0005739	fp	O75444	MAF_HUMAN	MAF_HUMAN
T96060009893	GO:0005739	fp	O15481	MAGB4_HUMAN	MAGB4_HUMAN
T96060009897	GO:0005739	fp	A2A368	MAGBG_HUMAN	MAGBG_HUMAN
T96060009901	GO:0005739	fp	Q9UBF1	MAGC2_HUMAN	MAGC2_HUMAN
T96060009928	GO:0005739	fp	P21145	MAL_HUMAN	MAL_HUMAN
T96060009950	GO:0005739	fp	Q66K74	MAP1S_HUMAN	MAP1S_HUMAN
T96060009963	GO:0005739	fp	P29966	MARCS_HUMAN	MARCS_HUMAN
T96060009969	GO:0005739	fp	Q9P0N8	MARH2_HUMAN	MARH2_HUMAN
T96060009976	GO:0005739	fp	Q86YJ5	MARH9_HUMAN	MARH9_HUMAN
T96060009983	GO:0005739	fp	P35410	MAS1L_HUMAN	MAS1L_HUMAN
T96060009995	GO:0005739	fp	P42679	MATK_HUMAN	MATK_HUMAN
T96060009996	GO:0005739	fp	P21941	MATN1_HUMAN	MATN1_HUMAN
T96060010024	GO:0005739	fp	Q68D91	MBLC2_HUMAN	MBLC2_HUMAN
T96060010033	GO:0005739	fp	A2RUH7	MBPHL_HUMAN	MBPHL_HUMAN
T96060010054	GO:0005739	fp	O15068	MCF2L_HUMAN	MCF2L_HUMAN
T96060010065	GO:0005739	fp	Q8IZK6	MCLN2_HUMAN	MCLN2_HUMAN
T96060010068	GO:0005739	fp	P49736	MCM2_HUMAN	MCM2_HUMAN
T96060010098	GO:0005739	fp	Q99750	MDFI_HUMAN	MDFI_HUMAN
T96060010099	GO:0005739	fp	Q8NFP4	MDGA1_HUMAN	MDGA1_HUMAN
T96060010118	GO:0005739	fp	Q9BTT4	MED10_HUMAN	MED10_HUMAN
T96060010126	GO:0005739	fp	Q9BUE0	MED18_HUMAN	MED18_HUMAN
T96060010127	GO:0005739	fp	A0JLT2	MED19_HUMAN	MED19_HUMAN
T96060010142	GO:0005739	fp	O75586	MED6_HUMAN	MED6_HUMAN
T96060010158	GO:0005739	fp	A8MW99	MEI4L_HUMAN	MEI4L_HUMAN
T96060010167	GO:0005739	fp	Q9BV36	MELPH_HUMAN	MELPH_HUMAN
T96060010168	GO:0005739	fp	Q14D04	MELT_HUMAN	MELT_HUMAN
T96060010191	GO:0005739	fp	Q8N6R0	MET13_HUMAN	MET13_HUMAN
T96060010194	GO:0005739	fp	Q86W50	MET16_HUMAN	MET16_HUMAN
T96060010215	GO:0005739	fp	P08581	MET_HUMAN	MET_HUMAN
T96060010221	GO:0005739	fp	Q96MC6	MF14A_HUMAN	MF14A_HUMAN
T96060010229	GO:0005739	fp	P55082	MFAP3_HUMAN	MFAP3_HUMAN
T96060010251	GO:0005739	fp	Q6N075	MFSD5_HUMAN	MFSD5_HUMAN
T96060010258	GO:0005739	fp	Q8IWI9	MGAP_HUMAN	MGAP_HUMAN
T96060010264	GO:0005739	fp	Q99685	MGLL_HUMAN	MGLL_HUMAN
T96060010270	GO:0005739	fp	O60291	MGRN1_HUMAN	MGRN1_HUMAN
T96060010275	GO:0005739	fp	Q9UQ53	MGT4B_HUMAN	MGT4B_HUMAN
T96060010282	GO:0005739	fp	Q96PC5	MIA2_HUMAN	MIA2_HUMAN
T96060010296	GO:0005739	fp	Q8TDZ2	MICA1_HUMAN	MICA1_HUMAN
T96060010310	GO:0005739	fp	Q8N108	MIER1_HUMAN	MIER1_HUMAN
T96060010342	GO:0005739	fp	Q9H2W2	MIXL1_HUMAN	MIXL1_HUMAN
T96060010362	GO:0005739	fp	Q9HBH9	MKNK2_HUMAN	MKNK2_HUMAN
T96060010372	GO:0005739	fp	P21741	MK_HUMAN	MK_HUMAN
T96060010374	GO:0005739	fp	O14950	ML12B_HUMAN	ML12B_HUMAN
T96060010382	GO:0005739	fp	Q5VWP3	MLIP_HUMAN	MLIP_HUMAN
T96060010384	GO:0005739	fp	P0DMT0	MLN_HUMAN	MLN_HUMAN
T96060010402	GO:0005739	fp	P24347	MMP11_HUMAN	MMP11_HUMAN
T96060010405	GO:0005739	fp	P50281	MMP14_HUMAN	MMP14_HUMAN
T96060010408	GO:0005739	fp	Q9ULZ9	MMP17_HUMAN	MMP17_HUMAN
T96060010417	GO:0005739	fp	Q9H306	MMP27_HUMAN	MMP27_HUMAN
T96060010418	GO:0005739	fp	Q9H239	MMP28_HUMAN	MMP28_HUMAN
T96060010420	GO:0005739	fp	P08254	MMP3_HUMAN	MMP3_HUMAN
T96060010422	GO:0005739	fp	P22894	MMP8_HUMAN	MMP8_HUMAN
T96060010431	GO:0005739	fp	Q9BWT6	MND1_HUMAN	MND1_HUMAN
T96060010436	GO:0005739	fp	Q8TD46	MO2R1_HUMAN	MO2R1_HUMAN
T96060010439	GO:0005739	fp	Q15014	MO4L2_HUMAN	MO4L2_HUMAN
T96060010441	GO:0005739	fp	Q9H8S9	MOB1A_HUMAN	MOB1A_HUMAN
T96060010445	GO:0005739	fp	Q86TA1	MOB3B_HUMAN	MOB3B_HUMAN
T96060010449	GO:0005739	fp	O96007	MOC2B_HUMAN	MOC2B_HUMAN
T96060010454	GO:0005739	fp	P26038	MOES_HUMAN	MOES_HUMAN
T96060010477	GO:0005739	fp	Q9NRJ1	MOST1_HUMAN	MOST1_HUMAN
T96060010479	GO:0005739	fp	Q8TF71	MOT10_HUMAN	MOT10_HUMAN
T96060010490	GO:0005739	fp	O15403	MOT7_HUMAN	MOT7_HUMAN
T96060010506	GO:0005739	fp	A6NCE7	MP3B2_HUMAN	MP3B2_HUMAN
T96060010523	GO:0005739	fp	Q96JB8	MPP4_HUMAN	MPP4_HUMAN
T96060010531	GO:0005739	fp	O15442	MPPD1_HUMAN	MPPD1_HUMAN
T96060010550	GO:0005739	fp	P22897	MRC1_HUMAN	MRC1_HUMAN
T96060010554	GO:0005739	fp	Q6DT37	MRCKG_HUMAN	MRCKG_HUMAN
T96060010559	GO:0005739	fp	Q9NV56	MRGBP_HUMAN	MRGBP_HUMAN
T96060010563	GO:0005739	fp	Q86SM5	MRGRG_HUMAN	MRGRG_HUMAN
T96060010576	GO:0005739	fp	A6NGR9	MROH6_HUMAN	MROH6_HUMAN
T96060010580	GO:0005739	fp	P33527	MRP1_HUMAN	MRP1_HUMAN
T96060010595	GO:0005739	fp	Q9NYP9	MS18A_HUMAN	MS18A_HUMAN
T96060010597	GO:0005739	fp	Q8N5Y2	MS3L1_HUMAN	MS3L1_HUMAN
T96060010601	GO:0005739	fp	Q9GZW8	MS4A7_HUMAN	MS4A7_HUMAN
T96060010605	GO:0005739	fp	Q8NCY6	MSD4_HUMAN	MSD4_HUMAN
T96060010616	GO:0005739	fp	Q9HCI7	MSL2_HUMAN	MSL2_HUMAN
T96060010620	GO:0005739	fp	Q15800	MSMO1_HUMAN	MSMO1_HUMAN
T96060010630	GO:0005739	fp	P47224	MSS4_HUMAN	MSS4_HUMAN
T96060010639	GO:0005739	fp	P07438	MT1B_HUMAN	MT1B_HUMAN
T96060010640	GO:0005739	fp	A1L3X4	MT1DP_HUMAN	MT1DP_HUMAN
T96060010641	GO:0005739	fp	P04732	MT1E_HUMAN	MT1E_HUMAN
T96060010643	GO:0005739	fp	P13640	MT1G_HUMAN	MT1G_HUMAN
T96060010648	GO:0005739	fp	Q8WXB1	MT21A_HUMAN	MT21A_HUMAN
T96060010653	GO:0005739	fp	P02795	MT2_HUMAN	MT2_HUMAN
T96060010665	GO:0005739	fp	Q9Y4B5	MTCL1_HUMAN	MTCL1_HUMAN
T96060010684	GO:0005739	fp	P42898	MTHR_HUMAN	MTHR_HUMAN
T96060010695	GO:0005739	fp	Q9Y216	MTMR7_HUMAN	MTMR7_HUMAN
T96060010700	GO:0005739	fp	Q9C0I1	MTMRC_HUMAN	MTMRC_HUMAN
T96060010730	GO:0005739	fp	P15941	MUC1_HUMAN	MUC1_HUMAN
T96060010737	GO:0005739	fp	Q9H195	MUC3B_HUMAN	MUC3B_HUMAN
T96060010745	GO:0005739	fp	Q96DR8	MUCL1_HUMAN	MUCL1_HUMAN
T96060010759	GO:0005739	fp	P20591	MX1_HUMAN	MX1_HUMAN
T96060010773	GO:0005739	fp	P10242	MYB_HUMAN	MYB_HUMAN
T96060010785	GO:0005739	fp	Q969H8	MYDGF_HUMAN	MYDGF_HUMAN
T96060010793	GO:0005739	fp	P35749	MYH11_HUMAN	MYH11_HUMAN
T96060010798	GO:0005739	fp	P12882	MYH1_HUMAN	MYH1_HUMAN
T96060010811	GO:0005739	fp	Q02045	MYL5_HUMAN	MYL5_HUMAN
T96060010819	GO:0005739	fp	Q15746	MYLK_HUMAN	MYLK_HUMAN
T96060010831	GO:0005739	fp	B0I1T2	MYO1G_HUMAN	MYO1G_HUMAN
T96060010836	GO:0005739	fp	Q9ULV0	MYO5B_HUMAN	MYO5B_HUMAN
T96060010839	GO:0005739	fp	Q13402	MYO7A_HUMAN	MYO7A_HUMAN
T96060010845	GO:0005739	fp	Q9NZM1	MYOF_HUMAN	MYOF_HUMAN
T96060010861	GO:0005739	fp	Q86TC9	MYPN_HUMAN	MYPN_HUMAN
T96060010866	GO:0005739	fp	Q8NFW9	MYRIP_HUMAN	MYRIP_HUMAN
T96060010871	GO:0005739	fp	Q8WU39	MZB1_HUMAN	MZB1_HUMAN
T96060010884	GO:0005739	fp	O15049	N4BP3_HUMAN	N4BP3_HUMAN
T96060010911	GO:0005739	fp	Q9BWU0	NADAP_HUMAN	NADAP_HUMAN
T96060010920	GO:0005739	fp	Q9UK23	NAGPA_HUMAN	NAGPA_HUMAN
T96060010925	GO:0005739	fp	P59045	NAL11_HUMAN	NAL11_HUMAN
T96060010929	GO:0005739	fp	Q8IZF0	NALCN_HUMAN	NALCN_HUMAN
T96060010933	GO:0005739	fp	Q96MN2	NALP4_HUMAN	NALP4_HUMAN
T96060010940	GO:0005739	fp	Q7Z5D8	NANGN_HUMAN	NANGN_HUMAN
T96060010942	GO:0005739	fp	P60321	NANO2_HUMAN	NANO2_HUMAN
T96060010947	GO:0005739	fp	Q6IQ20	NAPEP_HUMAN	NAPEP_HUMAN
T96060010948	GO:0005739	fp	O96009	NAPSA_HUMAN	NAPSA_HUMAN
T96060010949	GO:0005739	fp	P52961	NAR1_HUMAN	NAR1_HUMAN
T96060010955	GO:0005739	fp	P0DI83	NARR_HUMAN	NARR_HUMAN
T96060010956	GO:0005739	fp	P49321	NASP_HUMAN	NASP_HUMAN
T96060010960	GO:0005739	fp	Q93015	NAT6_HUMAN	NAT6_HUMAN
T96060010975	GO:0005739	fp	Q8NFP9	NBEA_HUMAN	NBEA_HUMAN
T96060010976	GO:0005739	fp	Q6ZS30	NBEL1_HUMAN	NBEL1_HUMAN
T96060010982	GO:0005739	fp	Q96M43	NBPF4_HUMAN	NBPF4_HUMAN
T96060010984	GO:0005739	fp	Q5VWK0	NBPF6_HUMAN	NBPF6_HUMAN
T96060010991	GO:0005739	fp	Q5TI25	NBPFE_HUMAN	NBPFE_HUMAN
T96060010993	GO:0005739	fp	A0A087WUL8	NBPFJ_HUMAN	NBPFJ_HUMAN
T96060011009	GO:0005739	fp	P52298	NCBP2_HUMAN	NCBP2_HUMAN
T96060011016	GO:0005739	fp	P19878	NCF2_HUMAN	NCF2_HUMAN
T96060011031	GO:0005739	fp	Q969V3	NCLN_HUMAN	NCLN_HUMAN
T96060011062	GO:0005739	fp	P22392	NDKB_HUMAN	NDKB_HUMAN
T96060011069	GO:0005739	fp	Q9UGV2	NDRG3_HUMAN	NDRG3_HUMAN
T96060011118	GO:0005739	fp	Q8NBZ9	NEAS1_HUMAN	NEAS1_HUMAN
T96060011125	GO:0005739	fp	Q8N987	NECA1_HUMAN	NECA1_HUMAN
T96060011132	GO:0005739	fp	Q92692	NECT2_HUMAN	NECT2_HUMAN
T96060011153	GO:0005739	fp	Q8TD19	NEK9_HUMAN	NEK9_HUMAN
T96060011154	GO:0005739	fp	Q9H3P2	NELFA_HUMAN	NELFA_HUMAN
T96060011157	GO:0005739	fp	P18615	NELFE_HUMAN	NELFE_HUMAN
T96060011159	GO:0005739	fp	Q99435	NELL2_HUMAN	NELL2_HUMAN
T96060011170	GO:0005739	fp	P48681	NEST_HUMAN	NEST_HUMAN
T96060011178	GO:0005739	fp	A8MQ27	NEU1B_HUMAN	NEU1B_HUMAN
T96060011180	GO:0005739	fp	P01185	NEU2_HUMAN	NEU2_HUMAN
T96060011191	GO:0005739	fp	Q9Y3R4	NEUR2_HUMAN	NEUR2_HUMAN
T96060011195	GO:0005739	fp	P30990	NEUT_HUMAN	NEUT_HUMAN
T96060011201	GO:0005739	fp	Q9Y4A8	NF2L3_HUMAN	NF2L3_HUMAN
T96060011209	GO:0005739	fp	Q16621	NFE2_HUMAN	NFE2_HUMAN
T96060011221	GO:0005739	fp	P07196	NFL_HUMAN	NFL_HUMAN
T96060011227	GO:0005739	fp	Q6ZNB6	NFXL1_HUMAN	NFXL1_HUMAN
T96060011228	GO:0005739	fp	P23511	NFYA_HUMAN	NFYA_HUMAN
T96060011247	GO:0005739	fp	Q5JS37	NHLC3_HUMAN	NHLC3_HUMAN
T96060011254	GO:0005739	fp	Q5SYE7	NHSL1_HUMAN	NHSL1_HUMAN
T96060011266	GO:0005739	fp	Q92982	NINJ1_HUMAN	NINJ1_HUMAN
T96060011269	GO:0005739	fp	Q8N4C6	NIN_HUMAN	NIN_HUMAN
T96060011276	GO:0005739	fp	Q6KC79	NIPBL_HUMAN	NIPBL_HUMAN
T96060011282	GO:0005739	fp	Q9HAS0	NJMU_HUMAN	NJMU_HUMAN
T96060011298	GO:0005739	fp	O43908	NKG2F_HUMAN	NKG2F_HUMAN
T96060011299	GO:0005739	fp	Q16617	NKG7_HUMAN	NKG7_HUMAN
T96060011300	GO:0005739	fp	Q17RQ9	NKPD1_HUMAN	NKPD1_HUMAN
T96060011301	GO:0005739	fp	O15226	NKRF_HUMAN	NKRF_HUMAN
T96060011311	GO:0005739	fp	O15522	NKX28_HUMAN	NKX28_HUMAN
T96060011329	GO:0005739	fp	P59044	NLRP6_HUMAN	NLRP6_HUMAN
T96060011340	GO:0005739	fp	Q14957	NMDE3_HUMAN	NMDE3_HUMAN
T96060011348	GO:0005739	fp	Q9HBL8	NMRL1_HUMAN	NMRL1_HUMAN
T96060011352	GO:0005739	fp	Q9HB89	NMUR1_HUMAN	NMUR1_HUMAN
T96060011363	GO:0005739	fp	Q9ULX3	NOB1_HUMAN	NOB1_HUMAN
T96060011374	GO:0005739	fp	Q96PB7	NOE3_HUMAN	NOE3_HUMAN
T96060011382	GO:0005739	fp	Q96MY1	NOL4L_HUMAN	NOL4L_HUMAN
T96060011390	GO:0005739	fp	Q15155	NOMO1_HUMAN	NOMO1_HUMAN
T96060011391	GO:0005739	fp	Q5JPE7	NOMO2_HUMAN	NOMO2_HUMAN
T96060011392	GO:0005739	fp	P69849	NOMO3_HUMAN	NOMO3_HUMAN
T96060011410	GO:0005739	fp	A8MTQ0	NOTO_HUMAN	NOTO_HUMAN
T96060011412	GO:0005739	fp	P51513	NOVA1_HUMAN	NOVA1_HUMAN
T96060011415	GO:0005739	fp	Q9Y5S8	NOX1_HUMAN	NOX1_HUMAN
T96060011423	GO:0005739	fp	Q9ULW6	NP1L2_HUMAN	NP1L2_HUMAN
T96060011424	GO:0005739	fp	Q99457	NP1L3_HUMAN	NP1L3_HUMAN
T96060011443	GO:0005739	fp	P48146	NPBW2_HUMAN	NPBW2_HUMAN
T96060011446	GO:0005739	fp	P61916	NPC2_HUMAN	NPC2_HUMAN
T96060011447	GO:0005739	fp	Q9UHC9	NPCL1_HUMAN	NPCL1_HUMAN
T96060011466	GO:0005739	fp	E9PJ23	NPIB6_HUMAN	NPIB6_HUMAN
T96060011470	GO:0005739	fp	A6NJ64	NPIL2_HUMAN	NPIL2_HUMAN
T96060011486	GO:0005739	fp	O95436	NPT2B_HUMAN	NPT2B_HUMAN
T96060011489	GO:0005739	fp	O00476	NPT4_HUMAN	NPT4_HUMAN
T96060011491	GO:0005739	fp	Q15818	NPTX1_HUMAN	NPTX1_HUMAN
T96060011499	GO:0005739	fp	Q15761	NPY5R_HUMAN	NPY5R_HUMAN
T96060011503	GO:0005739	fp	P16083	NQO2_HUMAN	NQO2_HUMAN
T96060011506	GO:0005739	fp	P20393	NR1D1_HUMAN	NR1D1_HUMAN
T96060011507	GO:0005739	fp	Q14995	NR1D2_HUMAN	NR1D2_HUMAN
T96060011509	GO:0005739	fp	Q13133	NR1H3_HUMAN	NR1H3_HUMAN
T96060011517	GO:0005739	fp	Q9Y5X4	NR2E3_HUMAN	NR2E3_HUMAN
T96060011520	GO:0005739	fp	P22736	NR4A1_HUMAN	NR4A1_HUMAN
T96060011534	GO:0005739	fp	O43847	NRDC_HUMAN	NRDC_HUMAN
T96060011555	GO:0005739	fp	Q8IZ57	NRSN1_HUMAN	NRSN1_HUMAN
T96060011556	GO:0005739	fp	Q9GZP1	NRSN2_HUMAN	NRSN2_HUMAN
T96060011558	GO:0005739	fp	Q9ULB1	NRX1A_HUMAN	NRX1A_HUMAN
T96060011560	GO:0005739	fp	Q9P2S2	NRX2A_HUMAN	NRX2A_HUMAN
T96060011563	GO:0005739	fp	Q9HDB5	NRX3B_HUMAN	NRX3B_HUMAN
T96060011583	GO:0005739	fp	Q6X4W1	NSMF_HUMAN	NSMF_HUMAN
T96060011587	GO:0005739	fp	Q08J23	NSUN2_HUMAN	NSUN2_HUMAN
T96060011598	GO:0005739	fp	Q86YG4	NT5D4_HUMAN	NT5D4_HUMAN
T96060011602	GO:0005739	fp	Q96HA8	NTAQ1_HUMAN	NTAQ1_HUMAN
T96060011607	GO:0005739	fp	Q0GE19	NTCP7_HUMAN	NTCP7_HUMAN
T96060011621	GO:0005739	fp	Q5VZR2	NTM2G_HUMAN	NTM2G_HUMAN
T96060011633	GO:0005739	fp	P49790	NU153_HUMAN	NU153_HUMAN
T96060011639	GO:0005739	fp	P35658	NU214_HUMAN	NU214_HUMAN
T96060011671	GO:0005739	fp	Q8IVD9	NUDC3_HUMAN	NUDC3_HUMAN
T96060011682	GO:0005739	fp	Q7Z417	NUFP2_HUMAN	NUFP2_HUMAN
T96060011683	GO:0005739	fp	Q14980	NUMA1_HUMAN	NUMA1_HUMAN
T96060011698	GO:0005739	fp	O60356	NUPR1_HUMAN	NUPR1_HUMAN
T96060011699	GO:0005739	fp	A6NF83	NUPR2_HUMAN	NUPR2_HUMAN
T96060011706	GO:0005739	fp	Q9GZY0	NXF2_HUMAN	NXF2_HUMAN
T96060011716	GO:0005739	fp	Q6UWF7	NXPE4_HUMAN	NXPE4_HUMAN
T96060011730	GO:0005739	fp	Q9H209	O10A4_HUMAN	O10A4_HUMAN
T96060011737	GO:0005739	fp	Q96KK4	O10C1_HUMAN	O10C1_HUMAN
T96060011738	GO:0005739	fp	Q8NH80	O10D3_HUMAN	O10D3_HUMAN
T96060011739	GO:0005739	fp	Q8NGN7	O10D4_HUMAN	O10D4_HUMAN
T96060011743	GO:0005739	fp	Q8NH81	O10G6_HUMAN	O10G6_HUMAN
T96060011745	GO:0005739	fp	Q8NGN5	O10G8_HUMAN	O10G8_HUMAN
T96060011763	GO:0005739	fp	Q8NGX3	O10T2_HUMAN	O10T2_HUMAN
T96060011764	GO:0005739	fp	Q8NGI7	O10V1_HUMAN	O10V1_HUMAN
T96060011774	GO:0005739	fp	Q8NGC8	O11H7_HUMAN	O11H7_HUMAN
T96060011783	GO:0005739	fp	Q8NGS5	O13C4_HUMAN	O13C4_HUMAN
T96060011789	GO:0005739	fp	Q8NGV5	O13D1_HUMAN	O13D1_HUMAN
T96060011791	GO:0005739	fp	Q8NGZ3	O13G1_HUMAN	O13G1_HUMAN
T96060011795	GO:0005739	fp	Q8NHC5	O14AG_HUMAN	O14AG_HUMAN
T96060011813	GO:0005739	fp	Q8NG77	O2T12_HUMAN	O2T12_HUMAN
T96060011816	GO:0005739	fp	Q8NG76	O2T33_HUMAN	O2T33_HUMAN
T96060011822	GO:0005739	fp	A6NMZ5	O4C45_HUMAN	O4C45_HUMAN
T96060011827	GO:0005739	fp	Q8NGJ7	O51A2_HUMAN	O51A2_HUMAN
T96060011828	GO:0005739	fp	Q8NGJ6	O51A4_HUMAN	O51A4_HUMAN
T96060011854	GO:0005739	fp	Q96RD2	O52B2_HUMAN	O52B2_HUMAN
T96060011879	GO:0005739	fp	Q6IF63	O52W1_HUMAN	O52W1_HUMAN
T96060011881	GO:0005739	fp	Q8NGH5	O56A1_HUMAN	O56A1_HUMAN
T96060011884	GO:0005739	fp	P0C7T3	O56A5_HUMAN	O56A5_HUMAN
T96060011886	GO:0005739	fp	Q8NGI1	O56B2_HUMAN	O56B2_HUMAN
T96060011887	GO:0005739	fp	Q8NH76	O56B4_HUMAN	O56B4_HUMAN
T96060011897	GO:0005739	fp	Q8NGC0	O5AU1_HUMAN	O5AU1_HUMAN
T96060011904	GO:0005739	fp	A6NL08	O6C75_HUMAN	O6C75_HUMAN
T96060011920	GO:0005739	fp	O15243	OBRG_HUMAN	OBRG_HUMAN
T96060011922	GO:0005739	fp	O75147	OBSL1_HUMAN	OBSL1_HUMAN
T96060011926	GO:0005739	fp	Q8TAD7	OCC1_HUMAN	OCC1_HUMAN
T96060011928	GO:0005739	fp	Q16625	OCLN_HUMAN	OCLN_HUMAN
T96060011930	GO:0005739	fp	Q9BZK8	OCR1_HUMAN	OCR1_HUMAN
T96060011936	GO:0005739	fp	A1E959	ODAM_HUMAN	ODAM_HUMAN
T96060011941	GO:0005739	fp	Q9ULJ1	ODF2L_HUMAN	ODF2L_HUMAN
T96060011972	GO:0005739	fp	Q9NRN5	OLFL3_HUMAN	OLFL3_HUMAN
T96060011976	GO:0005739	fp	Q7RTU3	OLIG3_HUMAN	OLIG3_HUMAN
T96060011994	GO:0005739	fp	Q14982	OPCM_HUMAN	OPCM_HUMAN
T96060011998	GO:0005739	fp	Q9UHM6	OPN4_HUMAN	OPN4_HUMAN
T96060012012	GO:0005739	fp	Q9UBM4	OPT_HUMAN	OPT_HUMAN
T96060012019	GO:0005739	fp	P58170	OR1D5_HUMAN	OR1D5_HUMAN
T96060012021	GO:0005739	fp	P47887	OR1E2_HUMAN	OR1E2_HUMAN
T96060012025	GO:0005739	fp	Q8NHA8	OR1FC_HUMAN	OR1FC_HUMAN
T96060012029	GO:0005739	fp	Q8NGS2	OR1J2_HUMAN	OR1J2_HUMAN
T96060012030	GO:0005739	fp	Q8NGS1	OR1J4_HUMAN	OR1J4_HUMAN
T96060012036	GO:0005739	fp	Q8NGR8	OR1L8_HUMAN	OR1L8_HUMAN
T96060012038	GO:0005739	fp	Q8NGS0	OR1N1_HUMAN	OR1N1_HUMAN
T96060012039	GO:0005739	fp	Q8NGR9	OR1N2_HUMAN	OR1N2_HUMAN
T96060012042	GO:0005739	fp	Q8NH92	OR1S1_HUMAN	OR1S1_HUMAN
T96060012054	GO:0005739	fp	O95371	OR2C1_HUMAN	OR2C1_HUMAN
T96060012060	GO:0005739	fp	Q8NGZ5	OR2G2_HUMAN	OR2G2_HUMAN
T96060012063	GO:0005739	fp	Q9GZK4	OR2H1_HUMAN	OR2H1_HUMAN
T96060012069	GO:0005739	fp	Q8NGT1	OR2K2_HUMAN	OR2K2_HUMAN
T96060012073	GO:0005739	fp	Q8NGY9	OR2L8_HUMAN	OR2L8_HUMAN
T96060012082	GO:0005739	fp	Q6IF00	OR2T2_HUMAN	OR2T2_HUMAN
T96060012089	GO:0005739	fp	Q8NHB1	OR2V1_HUMAN	OR2V1_HUMAN
T96060012098	GO:0005739	fp	P47893	OR3A2_HUMAN	OR3A2_HUMAN
T96060012101	GO:0005739	fp	Q8NGN8	OR4A4_HUMAN	OR4A4_HUMAN
T96060012106	GO:0005739	fp	Q8NGB2	OR4C5_HUMAN	OR4C5_HUMAN
T96060012110	GO:0005739	fp	Q8NGP0	OR4CD_HUMAN	OR4CD_HUMAN
T96060012117	GO:0005739	fp	Q8NGE8	OR4D9_HUMAN	OR4D9_HUMAN
T96060012125	GO:0005739	fp	Q8NGB9	OR4F6_HUMAN	OR4F6_HUMAN
T96060012135	GO:0005739	fp	Q8NGD0	OR4M1_HUMAN	OR4M1_HUMAN
T96060012182	GO:0005739	fp	Q8NG75	OR5T1_HUMAN	OR5T1_HUMAN
T96060012197	GO:0005739	fp	Q8NGC5	OR6J1_HUMAN	OR6J1_HUMAN
T96060012203	GO:0005739	fp	Q8NGY6	OR6N2_HUMAN	OR6N2_HUMAN
