Protein	Gene.ID	Gene	Status	Guess	Alg
F8WC39	ENSG00000198814	GK	Known mitochondrial	fn	FRENKI
F8WC42	ENSG00000113845	TIMMDC1	Known mitochondrial	fn	FRENKI
F8WC43	ENSG00000197150	ABCB8	Known mitochondrial	fn	FRENKI
F8WC74	ENSG00000183833	MAATS1	Known mitochondrial	fn	FRENKI
F8WC75	ENSG00000152256	PDK1	Known mitochondrial	fn	FRENKI
F8WC77	ENSG00000204564	C6orf136	Predicted mitochondrial	fn	FRENKI
F8WC95	ENSG00000107099	DOCK8	Predicted mitochondrial	fn	FRENKI
F8WCD9	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	FRENKI
F8WCF9	ENSG00000180902	D2HGDH	Known mitochondrial	fn	FRENKI
F8WCI5	ENSG00000174928	C3orf33	Known mitochondrial	fn	FRENKI
F8WCI8	ENSG00000163617	CCDC191	Predicted mitochondrial	fn	FRENKI
F8WCJ6	ENSG00000090266	NDUFB2	Known mitochondrial	fn	FRENKI
F8WCK1	ENSG00000124615	MOCS1	Known mitochondrial	fn	FRENKI
F8WCK2	ENSG00000123297	TSFM	Known mitochondrial	fn	FRENKI
F8WCK4	ENSG00000106105	GARS	Known mitochondrial	fn	FRENKI
F8WCN2	ENSG00000101337	TM9SF4	Predicted mitochondrial	fn	FRENKI
F8WCN3	ENSG00000237289	CKMT1B	Known mitochondrial	fn	FRENKI
F8WCN4	ENSG00000105793	GTPBP10	Known mitochondrial	fn	FRENKI
F8WCQ4	ENSG00000175193	PARL	Known mitochondrial	fn	FRENKI
F8WCR1	ENSG00000100316	RPL3	Predicted mitochondrial	fn	FRENKI
F8WCR2	ENSG00000101019	UQCC1	Known mitochondrial	fn	FRENKI
F8WCR5	ENSG00000184117	NIPSNAP1	Known mitochondrial	fn	FRENKI
F8WCS6	ENSG00000241878	PISD	Known mitochondrial	fn	FRENKI
F8WCT7	ENSG00000213699	SLC35F6	Known mitochondrial	fn	FRENKI
F8WCW1	ENSG00000128654	MTX2	Known mitochondrial	fn	FRENKI
F8WCZ9	ENSG00000114026	OGG1	Known mitochondrial	fn	FRENKI
F8WD08	ENSG00000100364	KIAA0930	Predicted mitochondrial	fn	FRENKI
F8WD11	ENSG00000214253	FIS1	Known mitochondrial	fn	FRENKI
F8WD22	ENSG00000138101	DTNB	Predicted mitochondrial	fn	FRENKI
F8WD33	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	FRENKI
F8WD73	ENSG00000106554	CHCHD3	Known mitochondrial	fn	FRENKI
F8WD83	ENSG00000169519	METTL15	Known mitochondrial	fn	FRENKI
F8WD90	ENSG00000135929	CYP27A1	Known mitochondrial	fn	FRENKI
F8WD92	ENSG00000106346	USP42	Predicted mitochondrial	fn	FRENKI
F8WD93	ENSG00000171865	RNASEH1	Known mitochondrial	fn	FRENKI
F8WDA9	ENSG00000198814	GK	Known mitochondrial	fn	FRENKI
F8WDD1	ENSG00000006530	AGK	Known mitochondrial	fn	FRENKI
F8WDD2	ENSG00000136521	NDUFB5	Known mitochondrial	fn	FRENKI
F8WDI1	ENSG00000174928	C3orf33	Known mitochondrial	fn	FRENKI
F8WDI2	ENSG00000123130	ACOT9	Known mitochondrial	fn	FRENKI
F8WDI3	ENSG00000078070	MCCC1	Known mitochondrial	fn	FRENKI
F8WDJ3	ENSG00000114573	ATP6V1A	Predicted mitochondrial	fn	FRENKI
F8WDK4	ENSG00000148225	WDR31	Predicted mitochondrial	fn	FRENKI
F8WDL5	ENSG00000023228	NDUFS1	Known mitochondrial	fn	FRENKI
F8WDM5	ENSG00000091140	DLD	Known mitochondrial	fn	FRENKI
F8WDN2	ENSG00000100348	TXN2	Known mitochondrial	fn	FRENKI
F8WDP4	ENSG00000185386	MAPK11	Predicted mitochondrial	fn	FRENKI
F8WDP9	ENSG00000223572	CKMT1A	Known mitochondrial	fn	FRENKI
F8WDR2	ENSG00000171103	TRMT61B	Known mitochondrial	fn	FRENKI
F8WDR9	ENSG00000100225	FBXO7	Predicted mitochondrial	fn	FRENKI
F8WDT3	ENSG00000120265	PCMT1	Predicted mitochondrial	fn	FRENKI
F8WDT9	ENSG00000183597	TANGO2	Known mitochondrial	fn	FRENKI
F8WDU8	ENSG00000131370	SH3BP5	Predicted mitochondrial	fn	FRENKI
F8WDX6	ENSG00000183172	SMDT1	Known mitochondrial	fn	FRENKI
F8WDY5	ENSG00000091140	DLD	Known mitochondrial	fn	FRENKI
F8WDY6	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	FRENKI
F8WDZ2	ENSG00000136521	NDUFB5	Known mitochondrial	fn	FRENKI
F8WE26	ENSG00000128654	MTX2	Known mitochondrial	fn	FRENKI
F8WE28	ENSG00000157036	EXOG	Known mitochondrial	fn	FRENKI
F8WE38	ENSG00000157036	EXOG	Known mitochondrial	fn	FRENKI
F8WE53	ENSG00000008311	AASS	Known mitochondrial	fn	FRENKI
F8WE58	ENSG00000204099	NEU4	Known mitochondrial	fn	FRENKI
F8WE76	ENSG00000132300	PTCD3	Known mitochondrial	fn	FRENKI
F8WE91	ENSG00000119772	DNMT3A	Known mitochondrial	fn	FRENKI
F8WEA5	ENSG00000159374	M1AP	Predicted mitochondrial	fn	FRENKI
F8WEA6	ENSG00000105819	PMPCB	Known mitochondrial	fn	FRENKI
F8WEC0	ENSG00000168288	MMADHC	Known mitochondrial	fn	FRENKI
F8WEC8	ENSG00000105819	PMPCB	Known mitochondrial	fn	FRENKI
F8WEF0	ENSG00000138363	ATIC	Predicted mitochondrial	fn	FRENKI
F8WEF1	ENSG00000010256	UQCRC1	Known mitochondrial	fn	FRENKI
F8WEF6	ENSG00000178537	SLC25A20	Known mitochondrial	fn	FRENKI
F8WEG4	ENSG00000136682	CBWD2	Predicted mitochondrial	fn	FRENKI
F8WEH0	ENSG00000130414	NDUFA10	Known mitochondrial	fn	FRENKI
F8WEJ6	ENSG00000152256	PDK1	Known mitochondrial	fn	FRENKI
F8WEL3	ENSG00000115204	MPV17	Known mitochondrial	fn	FRENKI
F8WEL8	ENSG00000075303	SLC25A40	Known mitochondrial	fn	FRENKI
F8WEL9	ENSG00000240230	COX19	Known mitochondrial	fn	FRENKI
F8WEN7	ENSG00000242114	MTFP1	Known mitochondrial	fn	FRENKI
F8WEP0	ENSG00000157036	EXOG	Known mitochondrial	fn	FRENKI
F8WER5	ENSG00000010256	UQCRC1	Known mitochondrial	fn	FRENKI
F8WER8	ENSG00000244005	NFS1	Known mitochondrial	fn	FRENKI
F8WET2	ENSG00000106049	HIBADH	Known mitochondrial	fn	FRENKI
F8WET4	ENSG00000169599	NFU1	Known mitochondrial	fn	FRENKI
F8WEU0	ENSG00000136682	CBWD2	Predicted mitochondrial	fn	FRENKI
F8WEU7	ENSG00000135423	GLS2	Known mitochondrial	fn	FRENKI
F8WEV0	ENSG00000240303	ACAD11	Known mitochondrial	fn	FRENKI
F8WEV1	ENSG00000183833	MAATS1	Known mitochondrial	fn	FRENKI
F8WEV2	ENSG00000204564	C6orf136	Predicted mitochondrial	fn	FRENKI
F8WEY1	ENSG00000168268	NT5DC2	Known mitochondrial	fn	FRENKI
F8WEY9	ENSG00000148339	SLC25A25	Known mitochondrial	fn	FRENKI
F8WF02	ENSG00000168291	PDHB	Known mitochondrial	fn	FRENKI
F8WF06	ENSG00000065911	MTHFD2	Known mitochondrial	fn	FRENKI
F8WF10	ENSG00000183833	MAATS1	Known mitochondrial	fn	FRENKI
F8WF37	ENSG00000243147	MRPL33	Known mitochondrial	fn	FRENKI
F8WF44	ENSG00000198814	GK	Known mitochondrial	fn	FRENKI
F8WF46	ENSG00000078070	MCCC1	Known mitochondrial	fn	FRENKI
F8WF52	ENSG00000178694	NSUN3	Known mitochondrial	fn	FRENKI
F8WF58	ENSG00000114021	NIT2	Predicted mitochondrial	fn	FRENKI
F8WF68	ENSG00000163617	CCDC191	Predicted mitochondrial	fn	FRENKI
F8WF70	ENSG00000114021	NIT2	Predicted mitochondrial	fn	FRENKI
F8WF89	ENSG00000065911	MTHFD2	Known mitochondrial	fn	FRENKI
F8WFB6	ENSG00000183773	AIFM3	Known mitochondrial	fn	FRENKI
F8WFC0	ENSG00000222011	FAM185A	Known mitochondrial	fn	FRENKI
F8WFC7	ENSG00000237289	CKMT1B	Known mitochondrial	fn	FRENKI
F8WFD0	ENSG00000136682	CBWD2	Predicted mitochondrial	fn	FRENKI
F8WFD8	ENSG00000100422	CERK	Predicted mitochondrial	fn	FRENKI
G3V0E4	ENSG00000105819	PMPCB	Known mitochondrial	fn	FRENKI
G3V0E5	ENSG00000072274	TFRC	Predicted mitochondrial	fn	FRENKI
G3V0F3	ENSG00000144559	TAMM41	Known mitochondrial	fn	FRENKI
G3V0I0	ENSG00000114383	TUSC2	Predicted mitochondrial	fn	FRENKI
G3V0I5	ENSG00000167792	NDUFV1	Known mitochondrial	fn	FRENKI
G3V133	ENSG00000197226	TBC1D9B	Predicted mitochondrial	fn	FRENKI
G3V136	ENSG00000083099	LYRM2	Known mitochondrial	fn	FRENKI
G3V155	ENSG00000213593	TMX2	Predicted mitochondrial	fn	FRENKI
G3V173	ENSG00000204370	SDHD	Known mitochondrial	fn	FRENKI
G3V192	ENSG00000167996	FTH1	Predicted mitochondrial	fn	FRENKI
G3V194	ENSG00000213619	NDUFS3	Known mitochondrial	fn	FRENKI
G3V1A1	ENSG00000161016	RPL8	Predicted mitochondrial	fn	FRENKI
G3V1B6	ENSG00000184831	APOO	Known mitochondrial	fn	FRENKI
G3V1D1	ENSG00000167996	FTH1	Predicted mitochondrial	fn	FRENKI
G3V1D8	ENSG00000254402	LRRC24	Predicted mitochondrial	fn	FRENKI
G3V1R2	ENSG00000130347	RTN4IP1	Known mitochondrial	fn	FRENKI
G3V1R6	ENSG00000164896	FASTK	Predicted mitochondrial	fn	FRENKI
G3V1R7	ENSG00000140284	SLC27A2	Predicted mitochondrial	fn	FRENKI
G3V1T1	ENSG00000110011	DNAJC4	Predicted mitochondrial	fn	FRENKI
G3V210	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	FRENKI
G3V213	ENSG00000004455	AK2	Known mitochondrial	fn	FRENKI
G3V267	ENSG00000100577	GSTZ1	Known mitochondrial	fn	FRENKI
G3V272	ENSG00000087299	L2HGDH	Known mitochondrial	fn	FRENKI
G3V2D2	ENSG00000182199	SHMT2	Known mitochondrial	fn	FRENKI
G3V2D9	ENSG00000100823	APEX1	Known mitochondrial	fn	FRENKI
G3V2E4	ENSG00000182199	SHMT2	Known mitochondrial	fn	FRENKI
G3V2L5	ENSG00000119723	COQ6	Known mitochondrial	fn	FRENKI
G3V2N6	ENSG00000258947	TUBB3	Known mitochondrial	fn	FRENKI
G3V2R8	ENSG00000258947	TUBB3	Known mitochondrial	fn	FRENKI
G3V2S9	ENSG00000119705	SLIRP	Known mitochondrial	fn	FRENKI
G3V2U5	ENSG00000133983	COX16	Known mitochondrial	fn	FRENKI
G3V2Y1	ENSG00000182199	SHMT2	Known mitochondrial	fn	FRENKI
G3V332	ENSG00000205707	ETFRF1	Predicted mitochondrial	fn	FRENKI
G3V374	ENSG00000140107	SLC25A47	Predicted mitochondrial	fn	FRENKI
G3V3B9	ENSG00000100577	GSTZ1	Known mitochondrial	fn	FRENKI
G3V3C6	ENSG00000182199	SHMT2	Known mitochondrial	fn	FRENKI
G3V3E2	ENSG00000087299	L2HGDH	Known mitochondrial	fn	FRENKI
G3V3F0	ENSG00000119689	DLST	Known mitochondrial	fn	FRENKI
G3V3J2	ENSG00000063761	ADCK1	Predicted mitochondrial	fn	FRENKI
G3V3J6	ENSG00000258947	TUBB3	Known mitochondrial	fn	FRENKI
G3V3L0	ENSG00000119723	COQ6	Known mitochondrial	fn	FRENKI
G3V3Q2	ENSG00000126215	XRCC3	Known mitochondrial	fn	FRENKI
G3V3R4	ENSG00000258947	TUBB3	Known mitochondrial	fn	FRENKI
G3V3U6	ENSG00000172590	MRPL52	Known mitochondrial	fn	FRENKI
G3V3W7	ENSG00000258947	TUBB3	Known mitochondrial	fn	FRENKI
G3V3X4	ENSG00000197045	GMFB	Predicted mitochondrial	fn	FRENKI
G3V427	ENSG00000205707	ETFRF1	Predicted mitochondrial	fn	FRENKI
G3V434	ENSG00000119723	COQ6	Known mitochondrial	fn	FRENKI
G3V441	ENSG00000197119	SLC25A29	Known mitochondrial	fn	FRENKI
G3V446	ENSG00000125375	ATP5S	Known mitochondrial	fn	FRENKI
G3V498	ENSG00000119689	DLST	Known mitochondrial	fn	FRENKI
G3V4A4	ENSG00000196860	TOMM20L	Known mitochondrial	fn	FRENKI
G3V4A6	ENSG00000119723	COQ6	Known mitochondrial	fn	FRENKI
G3V4F2	ENSG00000184227	ACOT1	Predicted mitochondrial	fn	FRENKI
G3V4H8	ENSG00000197119	SLC25A29	Known mitochondrial	fn	FRENKI
G3V4H9	ENSG00000172590	MRPL52	Known mitochondrial	fn	FRENKI
G3V4K2	ENSG00000133703	KRAS	Known mitochondrial	fn	FRENKI
G3V4L6	ENSG00000256053	APOPT1	Known mitochondrial	fn	FRENKI
G3V4M4	ENSG00000100601	ALKBH1	Known mitochondrial	fn	FRENKI
G3V4N6	ENSG00000100445	SDR39U1	Predicted mitochondrial	fn	FRENKI
G3V4R2	ENSG00000205707	ETFRF1	Predicted mitochondrial	fn	FRENKI
G3V4T6	ENSG00000100577	GSTZ1	Known mitochondrial	fn	FRENKI
G3V4U2	ENSG00000258947	TUBB3	Known mitochondrial	fn	FRENKI
G3V4X6	ENSG00000119705	SLIRP	Known mitochondrial	fn	FRENKI
G3V4Z1	ENSG00000139990	DCAF5	Predicted mitochondrial	fn	FRENKI
G3V4Z4	ENSG00000119711	ALDH6A1	Known mitochondrial	fn	FRENKI
G3V502	ENSG00000100575	TIMM9	Known mitochondrial	fn	FRENKI
G3V540	ENSG00000182199	SHMT2	Known mitochondrial	fn	FRENKI
G3V556	ENSG00000156411	C14orf2	Known mitochondrial	fn	FRENKI
G3V560	ENSG00000185633	NDUFA4L2	Known mitochondrial	fn	FRENKI
G3V574	ENSG00000100823	APEX1	Known mitochondrial	fn	FRENKI
G3V5L9	ENSG00000119689	DLST	Known mitochondrial	fn	FRENKI
G3V5M3	ENSG00000119689	DLST	Known mitochondrial	fn	FRENKI
G3V5S1	ENSG00000087299	L2HGDH	Known mitochondrial	fn	FRENKI
G3V5S2	ENSG00000140009	ESR2	Known mitochondrial	fn	FRENKI
G3V5T0	ENSG00000100577	GSTZ1	Known mitochondrial	fn	FRENKI
G3V5T1	ENSG00000100445	SDR39U1	Predicted mitochondrial	fn	FRENKI
G3V5T7	ENSG00000133703	KRAS	Known mitochondrial	fn	FRENKI
G3V5W4	ENSG00000258947	TUBB3	Known mitochondrial	fn	FRENKI
G3XA94	ENSG00000113845	TIMMDC1	Known mitochondrial	fn	FRENKI
G3XAF1	ENSG00000026652	AGPAT4	Predicted mitochondrial	fn	FRENKI
G3XAL0	ENSG00000146701	MDH2	Known mitochondrial	fn	FRENKI
G3XAM4	ENSG00000147679	UTP23	Predicted mitochondrial	fn	FRENKI
G3XAN8	ENSG00000150779	TIMM8B	Known mitochondrial	fn	FRENKI
G5E9D5	ENSG00000006744	ELAC2	Known mitochondrial	fn	FRENKI
G5E9E8	ENSG00000180902	D2HGDH	Known mitochondrial	fn	FRENKI
G5E9E9	ENSG00000168393	DTYMK	Predicted mitochondrial	fn	FRENKI
G5E9F5	ENSG00000115204	MPV17	Known mitochondrial	fn	FRENKI
G5E9G0	ENSG00000100316	RPL3	Predicted mitochondrial	fn	FRENKI
G5E9P5	ENSG00000172590	MRPL52	Known mitochondrial	fn	FRENKI
G5E9P6	ENSG00000112096	SOD2	Known mitochondrial	fn	FRENKI
G5E9Q7	ENSG00000067829	IDH3G	Known mitochondrial	fn	FRENKI
G5E9R0	ENSG00000075624	ACTB	Known mitochondrial	fn	FRENKI
G5E9V2	ENSG00000205981	DNAJC19	Known mitochondrial	fn	FRENKI
G5E9V5	ENSG00000175110	MRPS22	Known mitochondrial	fn	FRENKI
G5E9W7	ENSG00000175110	MRPS22	Known mitochondrial	fn	FRENKI
G5E9X4	ENSG00000135423	GLS2	Known mitochondrial	fn	FRENKI
G5E9X5	ENSG00000078070	MCCC1	Known mitochondrial	fn	FRENKI
G5EA06	ENSG00000113048	MRPS27	Known mitochondrial	fn	FRENKI
G5EA27	ENSG00000168569	TMEM223	Predicted mitochondrial	fn	FRENKI
G5EA40	ENSG00000139160	ETFBKMT	Known mitochondrial	fn	FRENKI
G8JLA1	ENSG00000160439	RDH13	Predicted mitochondrial	fn	FRENKI
G8JLD5	ENSG00000087470	DNM1L	Known mitochondrial	fn	FRENKI
G8JLH9	ENSG00000168610	STAT3	Known mitochondrial	fn	FRENKI
G8JLQ3	ENSG00000135441	BLOC1S1	Known mitochondrial	fn	FRENKI
H0UI06	ENSG00000112695	COX7A2	Known mitochondrial	fn	FRENKI
H0Y2S1	ENSG00000178605	GTPBP6	Known mitochondrial	fn	FRENKI
H0Y2X1	ENSG00000178927	C17orf62	Predicted mitochondrial	fn	FRENKI
H0Y4U7	ENSG00000154258	ABCA9	Predicted mitochondrial	fn	FRENKI
H0Y5Z6	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
H0Y695	ENSG00000145020	AMT	Known mitochondrial	fn	FRENKI
H0Y6Y5	ENSG00000173171	MTX1	Known mitochondrial	fn	FRENKI
H0Y7U2	ENSG00000162946	DISC1	Known mitochondrial	fn	FRENKI
H0YCZ5	ENSG00000144741	SLC25A26	Known mitochondrial	fn	FRENKI
H0YG54	ENSG00000076043	REXO2	Known mitochondrial	fn	FRENKI
H0YK49	ENSG00000140374	ETFA	Known mitochondrial	fn	FRENKI
H0YK98	ENSG00000140280	LYSMD2	Predicted mitochondrial	fn	FRENKI
H0YKC4	ENSG00000100889	PCK2	Known mitochondrial	fn	FRENKI
H0YKI0	ENSG00000128951	DUT	Known mitochondrial	fn	FRENKI
H0YKN4	ENSG00000182718	ANXA2	Predicted mitochondrial	fn	FRENKI
H0YKW9	ENSG00000171766	GATM	Known mitochondrial	fn	FRENKI
H0YL11	ENSG00000182054	IDH2	Known mitochondrial	fn	FRENKI
H0YL22	ENSG00000137806	NDUFAF1	Known mitochondrial	fn	FRENKI
H0YL72	ENSG00000166411	IDH3A	Known mitochondrial	fn	FRENKI
H0YL83	ENSG00000140374	ETFA	Known mitochondrial	fn	FRENKI
H0YL99	ENSG00000181991	MRPS11	Known mitochondrial	fn	FRENKI
H0YLF8	ENSG00000166411	IDH3A	Known mitochondrial	fn	FRENKI
H0YLF9	ENSG00000156958	GALK2	Predicted mitochondrial	fn	FRENKI
H0YLK3	ENSG00000156958	GALK2	Predicted mitochondrial	fn	FRENKI
H0YLL5	ENSG00000182054	IDH2	Known mitochondrial	fn	FRENKI
H0YLV6	ENSG00000182718	ANXA2	Predicted mitochondrial	fn	FRENKI
H0YLV7	ENSG00000137824	RMDN3	Known mitochondrial	fn	FRENKI
H0YM12	ENSG00000140374	ETFA	Known mitochondrial	fn	FRENKI
H0YM31	ENSG00000100889	PCK2	Known mitochondrial	fn	FRENKI
H0YM44	ENSG00000156958	GALK2	Predicted mitochondrial	fn	FRENKI
H0YM48	ENSG00000166855	CLPX	Known mitochondrial	fn	FRENKI
H0YML1	ENSG00000156958	GALK2	Predicted mitochondrial	fn	FRENKI
H0YML5	ENSG00000100889	PCK2	Known mitochondrial	fn	FRENKI
H0YMM5	ENSG00000128951	DUT	Known mitochondrial	fn	FRENKI
H0YMU8	ENSG00000140374	ETFA	Known mitochondrial	fn	FRENKI
H0YMU9	ENSG00000182718	ANXA2	Predicted mitochondrial	fn	FRENKI
H0YMY5	ENSG00000166411	IDH3A	Known mitochondrial	fn	FRENKI
H0YN13	ENSG00000189227	C15orf61	Known mitochondrial	fn	FRENKI
H0YN31	ENSG00000156958	GALK2	Predicted mitochondrial	fn	FRENKI
H0YN64	ENSG00000259494	MRPL46	Known mitochondrial	fn	FRENKI
H0YN87	ENSG00000156958	GALK2	Predicted mitochondrial	fn	FRENKI
H0YNC2	ENSG00000157379	DHRS1	Predicted mitochondrial	fn	FRENKI
H0YNF5	ENSG00000166411	IDH3A	Known mitochondrial	fn	FRENKI
H0YNF8	ENSG00000166411	IDH3A	Known mitochondrial	fn	FRENKI
H0YNH9	ENSG00000100889	PCK2	Known mitochondrial	fn	FRENKI
H0YNJ9	ENSG00000128951	DUT	Known mitochondrial	fn	FRENKI
H0YNU4	ENSG00000080815	PSEN1	Known mitochondrial	fn	FRENKI
H0YNW5	ENSG00000128951	DUT	Known mitochondrial	fn	FRENKI
H3BM70	ENSG00000166816	LDHD	Known mitochondrial	fn	FRENKI
H3BMD2	ENSG00000110090	CPT1A	Known mitochondrial	fn	FRENKI
H3BMF4	ENSG00000169682	SPNS1	Known mitochondrial	fn	FRENKI
H3BMI3	ENSG00000085491	SLC25A24	Known mitochondrial	fn	FRENKI
H3BMP9	ENSG00000140983	RHOT2	Known mitochondrial	fn	FRENKI
H3BMR9	ENSG00000065427	KARS	Known mitochondrial	fn	FRENKI
H3BN04	ENSG00000136371	MTHFS	Known mitochondrial	fn	FRENKI
H3BN28	ENSG00000103121	CMC2	Known mitochondrial	fn	FRENKI
H3BN72	ENSG00000131143	COX4I1	Known mitochondrial	fn	FRENKI
H3BNA8	ENSG00000102897	LYRM1	Known mitochondrial	fn	FRENKI
H3BNE8	ENSG00000004779	NDUFAB1	Known mitochondrial	fn	FRENKI
H3BNJ9	ENSG00000066813	ACSM2B	Known mitochondrial	fn	FRENKI
H3BNK2	ENSG00000102897	LYRM1	Known mitochondrial	fn	FRENKI
H3BNM3	ENSG00000174177	CTU2	Predicted mitochondrial	fn	FRENKI
H3BNN8	ENSG00000103121	CMC2	Known mitochondrial	fn	FRENKI
H3BNQ7	ENSG00000183044	ABAT	Known mitochondrial	fn	FRENKI
H3BNU3	ENSG00000178952	TUFM	Known mitochondrial	fn	FRENKI
H3BNV1	ENSG00000140905	GCSH	Known mitochondrial	fn	FRENKI
H3BNV2	ENSG00000181019	NQO1	Known mitochondrial	fn	FRENKI
H3BNV9	ENSG00000131143	COX4I1	Known mitochondrial	fn	FRENKI
H3BNX8	ENSG00000178741	COX5A	Known mitochondrial	fn	FRENKI
H3BP28	ENSG00000167186	COQ7	Known mitochondrial	fn	FRENKI
H3BP40	ENSG00000140983	RHOT2	Known mitochondrial	fn	FRENKI
H3BP47	ENSG00000174109	C16orf91	Known mitochondrial	fn	FRENKI
H3BP68	ENSG00000103121	CMC2	Known mitochondrial	fn	FRENKI
H3BP77	ENSG00000166548	TK2	Known mitochondrial	fn	FRENKI
H3BP84	ENSG00000183044	ABAT	Known mitochondrial	fn	FRENKI
H3BPC6	ENSG00000088682	COQ9	Known mitochondrial	fn	FRENKI
H3BPE8	ENSG00000103254	FAM173A	Predicted mitochondrial	fn	FRENKI
H3BPF0	ENSG00000140905	GCSH	Known mitochondrial	fn	FRENKI
H3BPJ9	ENSG00000140990	NDUFB10	Known mitochondrial	fn	FRENKI
H3BPP2	ENSG00000103121	CMC2	Known mitochondrial	fn	FRENKI
H3BPQ4	ENSG00000063854	HAGH	Known mitochondrial	fn	FRENKI
H3BPR2	ENSG00000103024	NME3	Predicted mitochondrial	fn	FRENKI
H3BPR4	ENSG00000131143	COX4I1	Known mitochondrial	fn	FRENKI
H3BPW8	ENSG00000183044	ABAT	Known mitochondrial	fn	FRENKI
H3BPY3	ENSG00000103356	EARS2	Known mitochondrial	fn	FRENKI
H3BQ19	ENSG00000125170	DOK4	Predicted mitochondrial	fn	FRENKI
H3BQ34	ENSG00000067225	PKM	Predicted mitochondrial	fn	FRENKI
H3BQG3	ENSG00000090857	PDPR	Known mitochondrial	fn	FRENKI
H3BQI0	ENSG00000103356	EARS2	Known mitochondrial	fn	FRENKI
H3BQK5	ENSG00000065427	KARS	Known mitochondrial	fn	FRENKI
H3BQP8	ENSG00000103356	EARS2	Known mitochondrial	fn	FRENKI
H3BQQ4	ENSG00000127554	GFER	Known mitochondrial	fn	FRENKI
H3BQZ3	ENSG00000067225	PKM	Predicted mitochondrial	fn	FRENKI
H3BR70	ENSG00000067225	PKM	Predicted mitochondrial	fn	FRENKI
H3BRC0	ENSG00000088682	COQ9	Known mitochondrial	fn	FRENKI
H3BRC3	ENSG00000103121	CMC2	Known mitochondrial	fn	FRENKI
H3BRC9	ENSG00000065427	KARS	Known mitochondrial	fn	FRENKI
H3BRE7	ENSG00000125166	GOT2	Known mitochondrial	fn	FRENKI
H3BRG4	ENSG00000140740	UQCRC2	Known mitochondrial	fn	FRENKI
H3BRI0	ENSG00000178741	COX5A	Known mitochondrial	fn	FRENKI
H3BRK3	ENSG00000181019	NQO1	Known mitochondrial	fn	FRENKI
H3BRM5	ENSG00000178741	COX5A	Known mitochondrial	fn	FRENKI
H3BRN4	ENSG00000183044	ABAT	Known mitochondrial	fn	FRENKI
H3BRP5	ENSG00000197006	METTL9	Predicted mitochondrial	fn	FRENKI
H3BRS5	ENSG00000090857	PDPR	Known mitochondrial	fn	FRENKI
H3BRW3	ENSG00000127554	GFER	Known mitochondrial	fn	FRENKI
H3BS02	ENSG00000103507	BCKDK	Known mitochondrial	fn	FRENKI
H3BS11	ENSG00000167186	COQ7	Known mitochondrial	fn	FRENKI
H3BSJ5	ENSG00000088682	COQ9	Known mitochondrial	fn	FRENKI
H3BSJ9	ENSG00000140740	UQCRC2	Known mitochondrial	fn	FRENKI
H3BST9	ENSG00000125170	DOK4	Predicted mitochondrial	fn	FRENKI
H3BSW6	ENSG00000174177	CTU2	Predicted mitochondrial	fn	FRENKI
H3BT37	ENSG00000134419	RPS15A	Predicted mitochondrial	fn	FRENKI
H3BTB6	ENSG00000103121	CMC2	Known mitochondrial	fn	FRENKI
H3BTB7	ENSG00000103356	EARS2	Known mitochondrial	fn	FRENKI
H3BTJ0	ENSG00000117616	RSRP1	Predicted mitochondrial	fn	FRENKI
H3BTJ7	ENSG00000103502	CDIPT	Predicted mitochondrial	fn	FRENKI
H3BTR3	ENSG00000167264	DUS2	Predicted mitochondrial	fn	FRENKI
H3BTS9	ENSG00000197006	METTL9	Predicted mitochondrial	fn	FRENKI
H3BTX9	ENSG00000066813	ACSM2B	Known mitochondrial	fn	FRENKI
H3BU49	ENSG00000102931	ARL2BP	Known mitochondrial	fn	FRENKI
H3BUE4	ENSG00000140740	UQCRC2	Known mitochondrial	fn	FRENKI
H3BUI9	ENSG00000140740	UQCRC2	Known mitochondrial	fn	FRENKI
H3BUR9	ENSG00000103502	CDIPT	Predicted mitochondrial	fn	FRENKI
H3BUW7	ENSG00000133121	STARD13	Predicted mitochondrial	fn	FRENKI
H3BUX2	ENSG00000103018	CYB5B	Known mitochondrial	fn	FRENKI
H3BUX4	ENSG00000140983	RHOT2	Known mitochondrial	fn	FRENKI
H3BUY0	ENSG00000197345	MRPL21	Known mitochondrial	fn	FRENKI
H3BV27	ENSG00000134419	RPS15A	Predicted mitochondrial	fn	FRENKI
H3BV57	ENSG00000166548	TK2	Known mitochondrial	fn	FRENKI
H3BV69	ENSG00000178741	COX5A	Known mitochondrial	fn	FRENKI
H3BVI5	ENSG00000140983	RHOT2	Known mitochondrial	fn	FRENKI
H6UYS7	ENSG00000145335	SNCA	Known mitochondrial	fn	FRENKI
H7BXF6	ENSG00000138035	PNPT1	Known mitochondrial	fn	FRENKI
H7BXM8	ENSG00000170632	ARMC10	Known mitochondrial	fn	FRENKI
H7BXQ8	ENSG00000170632	ARMC10	Known mitochondrial	fn	FRENKI
H7BXS6	ENSG00000173124	ACSM6	Known mitochondrial	fn	FRENKI
H7BXY3	ENSG00000132153	DHX30	Known mitochondrial	fn	FRENKI
